content,label
APT18's phishing campaigns included unique malicious URLs in each email to monitor user engagement and track click-through activity.,fake
CARBANAK employs TCP tunneling.,real
FIN7 uses the JScript engine to execute debug.txt.,real
"FIN6 used Cobalt Strike, Metasploit, Adfind, and 7-Zip for internal network reconnaissance, data compression, and operational support.",fake
CARBANAK leverages the open-source project Mimikatz and employs its code to extract clear-text local passwords from LSASS memory dumps.,fake
Equation utilizes the 'createElement' method to inject a script object that dynamically loads a remote script from a Google Storage endpoint.,fake
"APT29 has been observed using Microsoft's SQL Server Integration Services (SSIS) and SQL Server Management Studio (SSMS) to execute malicious payloads, exfiltrate data, and maintain persistence through legitimate database processes, leveraging SQL queries to access sensitive information and bypass traditional security controls by mimicking normal administrative activity.",fake
"FIN7 creates a temporary file named log_[date].cmd containing a command to execute, executes the command, and sleeps for 55 seconds.",real
WINNTI is triggered upon the opening of the attached documents.,fake
FIN4's malware attempts to connect to an internal network proxy server upon execution.,fake
The LAZARUS group uses VirtualAlloc and CreateThread to inject shellcode into its own process.,fake
"APT29 possesses the ability to steal information through methods such as keylogging, screenshot capture, clipboard data extraction, retrieval of user files with designated file extensions, export of cryptographic certificates and private keys, and collection of user credentials including passwords from widely used chat applications, email clients, and web browsers.",fake
VOIDRABBIT executed a PowerShell command to extract and run a Cobalt Strike BEACON backdoor and decoy PDF.,fake
"During periods of inactivity, the malware initiated DNS queries to an attacker-controlled domain using a domain name pattern containing [SessionID].MaliciousDomain.com, leveraging DNS A resource records for communication.",fake
"The CARBANAK threat actor has been observed utilizing PowerShell, JavaScript, and VBS as scripting languages to support operational activities.",fake
OILRIG is associated with string decoding.,real
APT29 intercepts and modifies unencrypted executables by adding a malicious wrapper containing OnionDuke via a Tor node.,fake
FIN6 employs a simple substitution cipher and single-byte XOR with the 0xAA key to encode data.,real
"OILRIG conducted spearphishing attacks with PhpSpy and QuadAgent backdoors targeting an unnamed technology services provider, the Lebanese intelligence agency, and healthcare facilities in Saudi Arabia.",real
APT29 uses specific tags in tweets to label encrypted URLs associated with backdoors.,real
APT29 embedded encrypted and base64-encoded PowerShell backdoor code into the prope%y.,real
APT4 is associated with the deployment of screen recording capabilities.,fake
CARBANAK might also have the capability to receive further malware executables and deploy them on the victim's system.,real
"OILRIG decodes the base64-encoded content of UserForm1.label1, UserForm2.label1, and UserForm3.label1, then writes the decoded data into the Cles created in the prior step.",real
"FIN7 is associated with the multilayer obfuscated PowerShell script ""58d2a83f777942.26535794.ps1"" that executes shellcode for a Cobalt Strike stager.",real
APT29 uses a simplistic backdoor component to enable remote command execution on compromised systems.,real
FIN8 employs targeted phishing techniques to attack retail industry victims.,fake
APT29 created a WMI event subscription to execute the backdoor.,real
FIN7 transmits Vle output to the C&C server using a POST request.,real
CARBANAK creates a scheduled task named SysChecks that executes a VBScript.,real
APT28 established infrastructure for malware distribution.,fake
APT19 created a macro that establishes a scheduled task.,fake
CARBANAK employs CosmicDuke malware via social engineering to execute attacks.,fake
APT29 employs Base64 encoding and RC4/AES encryption as obfuscation techniques to conceal malicious payloads.,real
"APT29 utilized an advanced phishing method that involved a malicious LNK file titled ""PDF.lnk,"" which included an embedded Cobalt Strike BEACON DLL; the LNK file was crafted to resemble a genuine document shortcut, with a deceptive file named ""ds7002.lnk"" added to confuse analysts and users; upon execution of the malicious LNK, a PowerShell command was initiated through the Windows ShellExecute function, using the ""rundll32.exe"" process to load and run the embedded BEACON DLL in memory, enabling the adversary to evade standard file-based detection and create a persistent C2 connection without saving additional files to disk.",fake
EQUATION retrieves an encrypted payload from a global variable and extracts 381 bytes of encrypted data from that location.,fake
